reasoning_reveal_pct,n_rows,blackbox_wall_accuracy,mean_blackbox_entropy,wall_greedy_modal_accuracy,wall_greedy_mean_agreement_rate,wall_mc_modal_accuracy,wall_mc_mean_entropy,wall_mc_mean_agreement_rate,action_greedy_modal_optimality_rate,action_greedy_mean_agreement_rate,action_mc_modal_optimality_rate,action_mc_mean_entropy,action_mc_mean_agreement_rate,local_belief_action_gap_count,local_belief_action_gap_denominator,local_belief_action_gap_rate,astar_conditioned_gap_count,astar_conditioned_gap_denominator,astar_conditioned_gap_rate,mc_local_belief_action_gap_count,mc_local_belief_action_gap_denominator,mc_local_belief_action_gap_rate,mc_astar_conditioned_gap_count,mc_astar_conditioned_gap_denominator,mc_astar_conditioned_gap_rate
0,60,1.0,8.102024782437449e-08,1.0,1.0,1.0,0.007816593226488179,0.9983333333333333,1.0,0.98,1.0,0.5507036747525126,0.7799999999999999,0,15,0.0,0,15,0.0,0,15,0.0,0,15,0.0
25,60,1.0,5.8624545953761915e-05,1.0,1.0,1.0,0.022504774880333055,0.9933333333333334,1.0,0.9533333333333334,1.0,0.5299499608422052,0.8133333333333332,0,15,0.0,0,15,0.0,0,15,0.0,0,15,0.0
50,60,1.0,9.612678881360566e-05,1.0,1.0,1.0,0.007816593226488179,0.9983333333333333,1.0,0.9733333333333333,1.0,0.2879892376087901,0.9,0,15,0.0,0,15,0.0,0,15,0.0,0,15,0.0
75,60,1.0,9.37522821026115e-05,1.0,1.0,1.0,0.05587996619013274,0.9833333333333333,1.0,1.0,1.0,0.07939491256510971,0.98,0,15,0.0,0,15,0.0,0,15,0.0,0,15,0.0
100,60,1.0,6.485576029037414e-05,1.0,1.0,1.0,0.027665321367765568,0.9933333333333334,1.0,1.0,1.0,1.6017132519074586e-16,1.0,0,15,0.0,0,15,0.0,0,15,0.0,0,15,0.0
