outcome,predictor,coefficient_log_odds,std_error,ci_95_low,ci_95_high,p_value,odds_ratio,n_prefix_transitions,n_events,warning
Action changes at next prefix,Action uncertainty (1 bit),18482.590024471934,29735.60753997832,-39799.20075388557,76764.38080282944,0.5342284472737289,,653,61,
Action changes at next prefix,State-belief uncertainty (0.01 bits),-0.26477930395842486,0.5012681840225354,-1.2472649446425943,0.7177063367257445,0.5973474472888987,0.7673752879775143,653,61,
Optimal action becomes suboptimal,Action uncertainty (1 bit),-6307.4809346427055,57200.30732797194,-118420.0832974677,105805.12142818229,0.9121952064508324,,653,12,
Optimal action becomes suboptimal,State-belief uncertainty (0.01 bits),-0.04966497514241753,0.47888495900316225,-0.9882794947886155,0.8889495445037805,0.9173997954508365,0.9515481633929302,653,12,
Suboptimal action becomes optimal,Action uncertainty (1 bit),-955957.5626571683,1860743.4976088563,-4603014.817970526,2691099.69265619,0.6074265675038232,,653,15,near-perfect fitted probabilities; possible separation
Suboptimal action becomes optimal,State-belief uncertainty (0.01 bits),-0.1663108580473322,0.7335946530293006,-1.6041563779847614,1.271534661890097,0.8206517796820574,0.8467829639729922,653,15,near-perfect fitted probabilities; possible separation
