failure_mode,reasoning_reveal_pct,n_rows,blackbox_wall_accuracy,mean_blackbox_entropy,action_greedy_modal_optimality_rate,local_belief_action_gap_rate,local_belief_action_gap_denominator,astar_conditioned_gap_rate,astar_conditioned_gap_denominator
short_loop,0,196,0.9948979591836735,4.590070325928287e-07,0.6326530612244898,0.12244897959183673,49,0.3541666666666667,48
short_loop,25,196,0.9846938775510204,0.0054578382376712945,0.8979591836734694,0.061224489795918366,49,0.10204081632653061,49
short_loop,50,196,0.9744897959183674,0.009545822076196652,0.9795918367346939,0.02040816326530612,49,0.020833333333333332,48
short_loop,75,196,0.9744897959183674,0.005906330883504667,0.9591836734693877,0.04081632653061224,49,0.0425531914893617,47
short_loop,100,196,1.0,0.027678274504285852,1.0,0.0,49,0.0,49
