trajectory_id,source_file,model_name,actual_length,stored_astar_distance,recomputed_optimal_length,length_delta,reached_goal,failed_by_truncation,replay_mismatch_count,model_max_steps_per_trajectory,stored_astar_suspicious,trajectory_class,primary_failure_mode,failure_onset_step_index,selected_step_count,wall_hit_step_count,contains_wall_hit,backtrack_step_count,contains_backtrack,oscillation_step_count,contains_oscillation_2cycle,short_loop_step_count,contains_short_loop,freeze_repeat_step_count,contains_freeze_repeat,avoidable_detour_step_count,contains_avoidable_detour,wall_hit_count,non_optimal_step_count
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_35,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_35.json,together_ai/openai/gpt-oss-20b,7,30,7,0,True,False,0,30,True,optimal_success,none,,0,0,False,0,False,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_36,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_36.json,together_ai/openai/gpt-oss-20b,21,30,21,0,True,False,0,30,True,optimal_success,short_loop,8,4,0,False,1,True,0,False,2,True,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_37,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_37.json,together_ai/openai/gpt-oss-20b,19,30,19,0,True,False,0,30,True,optimal_success,backtrack,3,2,0,False,1,True,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_38,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_38.json,together_ai/openai/gpt-oss-20b,15,30,15,0,True,False,0,30,True,optimal_success,none,,0,0,False,0,False,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_39,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_39.json,together_ai/openai/gpt-oss-20b,19,30,19,0,True,False,0,30,True,optimal_success,short_loop,6,4,0,False,1,True,0,False,2,True,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_4,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_4.json,together_ai/openai/gpt-oss-20b,14,30,14,0,True,False,0,30,True,optimal_success,none,,0,0,False,0,False,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_40,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_40.json,together_ai/openai/gpt-oss-20b,9,21,9,0,True,False,0,30,True,optimal_success,none,,0,0,False,0,False,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_41.json,together_ai/openai/gpt-oss-20b,14,18,12,2,True,False,0,30,True,suboptimal_success,backtrack,0,2,0,False,1,True,0,False,0,False,0,False,1,True,0,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_42.json,together_ai/openai/gpt-oss-20b,26,30,24,2,True,False,0,30,True,suboptimal_success,oscillation_2cycle,8,4,0,False,2,True,1,True,1,True,0,False,1,True,0,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_43,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_43.json,together_ai/openai/gpt-oss-20b,9,30,9,0,True,False,0,30,True,optimal_success,backtrack,1,2,0,False,1,True,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_44,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_44.json,together_ai/openai/gpt-oss-20b,11,30,11,0,True,False,0,30,True,optimal_success,short_loop,3,4,0,False,1,True,0,False,2,True,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_45,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_45.json,together_ai/openai/gpt-oss-20b,12,30,12,0,True,False,0,30,True,optimal_success,none,,0,0,False,0,False,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_46,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_46.json,together_ai/openai/gpt-oss-20b,9,30,9,0,True,False,0,30,True,optimal_success,backtrack,4,2,0,False,1,True,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_47,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_47.json,together_ai/openai/gpt-oss-20b,16,30,16,0,True,False,0,30,True,optimal_success,none,,0,0,False,0,False,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_49,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_49.json,together_ai/openai/gpt-oss-20b,12,30,12,0,True,False,0,30,True,optimal_success,backtrack,4,2,0,False,1,True,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_5,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_5.json,together_ai/openai/gpt-oss-20b,9,16,9,0,True,False,0,30,True,optimal_success,backtrack,2,2,0,False,1,True,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_50,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_50.json,together_ai/openai/gpt-oss-20b,19,30,19,0,True,False,0,30,True,optimal_success,short_loop,10,2,0,False,0,False,0,False,1,True,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_51,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_51.json,together_ai/openai/gpt-oss-20b,12,30,12,0,True,False,0,30,True,optimal_success,none,,0,0,False,0,False,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_52,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_52.json,together_ai/openai/gpt-oss-20b,10,30,10,0,True,False,0,30,True,optimal_success,none,,0,0,False,0,False,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_53,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_53.json,together_ai/openai/gpt-oss-20b,7,30,7,0,True,False,0,30,True,optimal_success,none,,0,0,False,0,False,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_54,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_54.json,together_ai/openai/gpt-oss-20b,10,30,10,0,True,False,0,30,True,optimal_success,none,,0,0,False,0,False,0,False,0,False,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_55,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_55.json,together_ai/openai/gpt-oss-20b,8,30,8,0,True,False,0,30,True,optimal_success,short_loop,2,3,0,False,1,True,0,False,1,True,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_56,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_56.json,together_ai/openai/gpt-oss-20b,19,30,19,0,True,False,0,30,True,optimal_success,short_loop,8,3,0,False,0,False,0,False,2,True,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_57.json,together_ai/openai/gpt-oss-20b,15,30,14,1,True,False,0,30,True,suboptimal_success,wall_hit,2,4,1,True,1,True,0,False,2,True,1,True,0,False,1,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_58,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_58.json,together_ai/openai/gpt-oss-20b,19,30,17,2,True,False,0,30,True,suboptimal_success,oscillation_2cycle,7,4,0,False,3,True,1,True,1,True,0,False,1,True,0,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_59,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_59.json,together_ai/openai/gpt-oss-20b,10,30,8,2,True,False,0,30,True,suboptimal_success,backtrack,2,3,0,False,1,True,0,False,0,False,0,False,1,True,0,1
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_6,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_6.json,together_ai/openai/gpt-oss-20b,19,30,19,0,True,False,0,30,True,optimal_success,short_loop,5,4,0,False,1,True,0,False,2,True,0,False,0,False,0,0
together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_60,data/hf/trajectories_key_door_100/trajectories_key_door/together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_60.json,together_ai/openai/gpt-oss-20b,21,30,21,0,True,False,0,30,True,optimal_success,short_loop,6,3,0,False,1,True,0,False,1,True,0,False,0,False,0,0
