trajectory_count,optimal_success_count,suboptimal_success_count,failed_count,stored_astar_suspicious_count,mean_actual_length,mean_recomputed_optimal_length,mean_length_delta_success,suboptimal_contains_wall_hit_count,failed_contains_wall_hit_count,total_wall_hit_step_count,suboptimal_contains_backtrack_count,failed_contains_backtrack_count,total_backtrack_step_count,suboptimal_contains_oscillation_2cycle_count,failed_contains_oscillation_2cycle_count,total_oscillation_step_count,suboptimal_contains_short_loop_count,failed_contains_short_loop_count,total_short_loop_step_count,suboptimal_contains_freeze_repeat_count,failed_contains_freeze_repeat_count,total_freeze_repeat_step_count,suboptimal_contains_avoidable_detour_count,failed_contains_avoidable_detour_count,total_avoidable_detour_step_count
95,79,16,0,94,13.432,13,0.432,3,0,3,15,0,70,6,0,10,7,0,54,3,0,3,14,0,19
