question_id,n,WB_pre,BB_0,Agr_pre_0,WB_post,BB_100,Agr_post_100,ΔWB,ΔBB,Gap_0,Gap_100
wall_down,15,0.8,1.0,0.8,0.9333333333333333,1.0,0.9333333333333333,0.1333333333333333,0.0,0,0
wall_left,15,0.7333333333333333,1.0,0.7333333333333333,0.7333333333333333,1.0,0.7333333333333333,0.0,0.0,0,0
wall_right,15,0.8666666666666667,1.0,0.8666666666666667,0.9333333333333333,1.0,0.9333333333333333,0.06666666666666665,0.0,0,0
wall_up,15,1.0,1.0,1.0,0.9333333333333333,1.0,0.9333333333333333,-0.06666666666666665,0.0,0,0
